Student ID,English,History,Math,Physical Education,Science,Average,WeightedAverage,Status
8632,95,65,75,75,85,79.0,84.0,Pass
8633,65,50,50,95,85,69.0,65.0,Fail
8634,95,75,75,95,75,83.0,81.0,Pass
8635,85,75,95,75,85,83.0,89.0,Pass
8636,75,50,65,75,50,63.0,63.5,Fail
8637,95,50,65,75,75,72.0,77.0,Pass
8638,50,65,75,75,50,63.0,60.0,Fail
8639,65,95,50,95,95,80.0,68.0,Fail
8640,50,95,85,75,50,71.0,64.0,Fail
8641,50,85,95,65,95,78.0,81.5,Pass
8642,75,50,95,65,75,72.0,83.0,Pass
8643,50,50,95,75,50,64.0,68.0,Fail
8644,95,75,75,50,65,72.0,78.0,Pass
8645,75,95,95,95,85,89.0,86.0,Pass
8646,95,85,95,65,50,78.0,81.5,Pass
8647,65,85,85,50,65,70.0,73.0,Fail
8648,50,50,95,85,95,75.0,81.5,Pass
8649,65,50,85,50,75,65.0,76.0,Pass
8650,85,85,50,65,65,70.0,65.0,Fail
8651,95,50,75,75,65,72.0,78.0,Pass
8652,65,65,65,50,95,68.0,74.0,Fail
8653,95,85,95,75,85,87.0,92.0,Pass
8654,85,75,85,85,85,83.0,85.0,Pass
8655,85,50,50,75,75,67.0,68.0,Fail
8656,50,50,85,65,75,65.0,71.5,Fail
8657,85,85,95,65,75,81.0,86.0,Pass
8658,85,75,85,65,95,81.0,88.0,Pass
8659,75,95,85,50,85,78.0,82.0,Pass
8660,65,65,95,75,75,75.0,80.0,Pass
8661,65,50,95,50,50,62.0,72.5,Fail
8662,50,75,85,75,95,76.0,77.5,Pass
8663,85,65,85,65,65,73.0,79.0,Pass
8664,85,85,95,85,65,83.0,83.0,Pass
8665,95,85,75,95,75,85.0,81.0,Pass
8666,65,50,65,75,65,64.0,65.0,Fail
8667,50,75,95,75,95,78.0,81.5,Pass
8668,50,95,85,75,50,71.0,64.0,Fail
8669,95,85,50,65,50,69.0,63.5,Fail
8670,95,85,65,85,95,85.0,83.0,Pass
8671,95,95,50,85,95,84.0,77.0,Pass
8672,85,95,95,85,75,87.0,86.0,Pass
8673,50,65,75,75,65,66.0,64.5,Fail
8674,75,95,75,65,50,72.0,67.5,Fail
8675,75,85,85,65,65,75.0,76.0,Pass
8676,65,85,65,85,50,70.0,60.5,Fail
8677,85,65,95,65,50,72.0,78.5,Pass
8678,50,75,75,50,65,63.0,64.5,Fail
8679,95,85,65,50,95,78.0,83.0,Pass
8680,75,65,50,95,50,67.0,57.5,Fail
8681,65,65,75,75,85,73.0,75.0,Pass
8682,65,85,85,95,85,83.0,79.0,Pass
8683,95,65,75,95,50,76.0,73.5,Fail
8684,65,50,75,85,65,68.0,69.0,Fail
8685,50,75,95,75,75,74.0,75.5,Pass
8686,65,50,75,85,95,74.0,78.0,Pass
8687,95,50,50,95,50,68.0,63.5,Fail
8688,65,95,65,85,85,79.0,71.0,Fail
8689,50,65,65,75,85,68.0,66.5,Fail
8690,65,65,50,95,65,68.0,59.0,Fail
8691,95,65,95,50,95,80.0,95.0,Pass
8692,50,85,65,50,75,65.0,63.5,Fail
8693,65,50,75,85,50,65.0,64.5,Fail
8694,85,65,85,95,65,79.0,79.0,Pass
8695,85,65,85,95,85,83.0,85.0,Pass
8696,95,85,50,50,65,69.0,68.0,Fail
8697,50,75,95,95,85,80.0,78.5,Pass
8698,65,50,65,50,75,61.0,68.0,Fail
8699,50,95,85,65,85,76.0,74.5,Fail
8700,85,65,65,65,50,66.0,66.5,Fail
8701,85,85,65,75,85,79.0,77.0,Pass
8702,65,85,85,85,95,83.0,82.0,Pass
8703,85,95,75,75,65,79.0,75.0,Pass
8704,95,95,95,75,85,89.0,92.0,Pass
8705,95,50,95,75,85,80.0,92.0,Pass
8706,65,75,85,95,50,74.0,68.5,Fail
8707,75,85,85,50,50,69.0,71.5,Fail
8708,75,75,65,85,50,70.0,63.5,Fail
8709,75,85,75,85,50,74.0,67.5,Fail
8710,85,50,65,50,75,65.0,74.0,Fail
8711,95,75,50,65,95,76.0,77.0,Pass
8712,50,75,65,95,85,74.0,66.5,Fail
8713,85,95,75,65,75,79.0,78.0,Pass
8714,95,50,85,75,85,78.0,88.0,Pass
8715,75,95,75,65,75,77.0,75.0,Pass
8716,50,85,75,75,65,70.0,64.5,Fail
8717,75,65,50,95,75,72.0,65.0,Fail
8718,75,95,75,65,85,79.0,78.0,Pass
8719,65,75,75,50,65,66.0,69.0,Fail
8720,85,50,50,95,65,69.0,65.0,Fail
8721,95,85,85,50,65,76.0,82.0,Pass
8722,85,65,75,95,75,79.0,78.0,Pass
8723,85,50,85,75,95,78.0,88.0,Pass
8724,65,85,65,65,95,75.0,74.0,Fail
8725,95,75,50,50,85,71.0,74.0,Fail
8726,75,50,65,65,50,61.0,63.5,Fail
8727,85,85,65,95,85,83.0,77.0,Pass
8728,65,65,50,50,85,63.0,65.0,Fail
8729,85,50,65,75,95,74.0,80.0,Pass
8730,50,65,95,75,95,76.0,81.5,Pass
8731,95,50,95,95,95,86.0,95.0,Pass
8732,75,75,65,85,50,70.0,63.5,Fail
8733,95,85,65,75,65,77.0,74.0,Fail
8734,85,85,50,95,95,82.0,74.0,Fail
8735,85,85,50,65,95,76.0,74.0,Fail
8736,95,50,75,95,95,82.0,87.0,Pass
8737,50,95,50,75,50,64.0,50.0,Fail
8738,75,50,95,85,50,71.0,75.5,Pass
8739,65,75,75,65,95,75.0,78.0,Pass
8740,50,95,50,65,50,62.0,50.0,Fail
8741,75,85,75,75,50,72.0,67.5,Fail
8742,50,50,65,85,75,65.0,63.5,Fail
8743,65,95,85,85,50,76.0,68.5,Fail
8744,95,75,75,65,50,72.0,73.5,Fail
8745,75,65,95,75,95,81.0,89.0,Pass
8746,95,50,85,95,65,78.0,82.0,Pass
8747,85,50,95,65,50,69.0,78.5,Pass
8748,85,75,85,95,75,83.0,82.0,Pass
8749,95,95,95,95,95,95.0,95.0,Pass
8750,85,95,50,65,95,78.0,74.0,Fail
8751,75,75,50,95,65,72.0,62.0,Fail
8752,85,65,85,95,50,76.0,74.5,Fail
8753,95,85,50,50,50,66.0,63.5,Fail
8754,50,50,50,65,85,60.0,60.5,Fail
8755,65,50,95,95,50,71.0,72.5,Fail
8756,65,50,95,65,50,65.0,72.5,Fail
8757,50,95,85,95,95,84.0,77.5,Pass
8758,75,95,85,95,95,89.0,85.0,Pass
8759,95,65,50,85,75,74.0,71.0,Fail
8760,95,95,50,50,50,68.0,63.5,Fail
8761,95,65,65,75,85,77.0,80.0,Pass
8762,95,65,85,75,65,77.0,82.0,Pass
8763,85,65,95,85,85,83.0,89.0,Pass
8764,75,95,85,85,50,78.0,71.5,Fail
8765,85,50,95,95,65,78.0,83.0,Pass
8766,65,50,50,50,85,60.0,65.0,Fail
8767,85,95,85,95,50,82.0,74.5,Fail
8768,85,85,65,85,85,81.0,77.0,Pass
8769,95,65,85,85,85,83.0,88.0,Pass
8770,85,65,65,65,85,73.0,77.0,Pass
8771,85,50,65,95,75,74.0,74.0,Fail
8772,95,75,65,95,65,79.0,74.0,Fail
8773,95,65,95,65,50,74.0,81.5,Pass
8774,65,75,65,85,50,68.0,60.5,Fail
8775,50,50,65,85,85,67.0,66.5,Fail
8776,50,85,50,75,95,71.0,63.5,Fail
8777,75,95,85,85,50,78.0,71.5,Fail
8778,50,85,50,50,65,60.0,54.5,Fail
8779,65,85,50,50,95,69.0,68.0,Fail
8780,85,85,50,75,85,76.0,71.0,Fail
8781,85,65,65,95,50,72.0,66.5,Fail
8782,50,50,50,50,95,59.0,63.5,Fail
8783,65,50,65,85,85,70.0,71.0,Fail
8784,85,75,75,65,95,79.0,84.0,Pass
8785,85,75,95,85,85,85.0,89.0,Pass
8786,85,75,85,50,65,72.0,79.0,Pass
8787,95,85,85,75,75,83.0,85.0,Pass
8788,50,75,95,95,75,78.0,75.5,Pass
8789,95,75,75,75,95,83.0,87.0,Pass
8790,95,95,75,50,75,78.0,81.0,Pass
8791,65,65,65,75,50,64.0,60.5,Fail
8792,50,95,85,85,50,73.0,64.0,Fail
8793,65,95,95,65,85,81.0,83.0,Pass
8794,50,75,85,95,65,74.0,68.5,Fail
8795,50,50,65,95,75,67.0,63.5,Fail
8796,65,50,95,95,75,76.0,80.0,Pass
8797,65,50,95,75,65,70.0,77.0,Pass
8798,50,95,75,85,95,80.0,73.5,Fail
8799,85,50,75,95,85,78.0,81.0,Pass
8800,75,95,65,95,50,76.0,63.5,Fail
8801,50,50,85,95,95,75.0,77.5,Pass
8802,50,50,65,75,50,58.0,56.0,Fail
8803,85,95,75,50,85,78.0,81.0,Pass
8804,95,50,85,50,50,66.0,77.5,Pass
8805,65,65,65,95,50,68.0,60.5,Fail
8806,85,65,65,85,95,79.0,80.0,Pass
8807,75,65,65,85,75,73.0,71.0,Fail
8808,65,65,75,85,50,68.0,64.5,Fail
8809,50,50,85,50,85,64.0,74.5,Fail
8810,65,85,50,75,65,68.0,59.0,Fail
8811,85,50,50,95,50,66.0,60.5,Fail
8812,85,95,85,65,85,83.0,85.0,Pass
8813,75,50,65,95,75,72.0,71.0,Fail
8814,50,75,95,75,65,72.0,72.5,Fail
8815,65,65,50,85,75,68.0,62.0,Fail
8816,75,50,85,50,75,67.0,79.0,Pass
8817,65,50,75,85,95,74.0,78.0,Pass
8818,95,75,85,50,75,76.0,85.0,Pass
8819,50,50,95,65,50,62.0,68.0,Fail
8820,75,95,50,85,65,74.0,62.0,Fail
8821,50,85,75,85,50,69.0,60.0,Fail
8822,95,75,95,65,85,83.0,92.0,Pass
8823,95,65,65,50,65,68.0,74.0,Fail
8824,85,95,85,50,95,82.0,88.0,Pass
8825,65,75,50,50,50,58.0,54.5,Fail
8826,95,65,65,85,75,77.0,77.0,Pass
8827,65,85,75,65,65,71.0,69.0,Fail
8828,75,75,50,75,85,72.0,68.0,Fail
8829,85,50,85,50,50,64.0,74.5,Fail
8830,65,85,75,85,50,72.0,64.5,Fail
8831,95,65,95,95,65,83.0,86.0,Pass
8832,65,85,50,95,65,72.0,59.0,Fail
8833,85,85,65,75,85,79.0,77.0,Pass
8834,65,65,95,75,50,70.0,72.5,Fail
8835,95,65,65,85,50,72.0,69.5,Fail
8836,50,65,75,50,75,63.0,67.5,Fail
8837,85,65,75,65,65,71.0,75.0,Pass
8838,50,50,95,95,95,77.0,81.5,Pass
8839,85,75,95,95,65,83.0,83.0,Pass
8840,75,85,95,50,75,76.0,83.0,Pass
8841,95,65,85,75,65,77.0,82.0,Pass
8842,85,50,65,95,95,78.0,80.0,Pass
8843,75,50,95,95,65,76.0,80.0,Pass
8844,50,75,65,75,65,66.0,60.5,Fail
8845,50,50,75,65,50,58.0,60.0,Fail
8846,75,75,75,85,75,77.0,75.0,Pass
8847,75,50,95,65,50,67.0,75.5,Pass
8848,85,75,65,85,95,81.0,80.0,Pass
8849,95,85,95,75,85,87.0,92.0,Pass
8850,65,85,75,95,50,74.0,64.5,Fail
8851,50,85,95,95,85,82.0,78.5,Pass
8852,65,50,85,75,95,74.0,82.0,Pass
8853,65,50,65,50,95,65.0,74.0,Fail
8854,85,65,95,95,85,85.0,89.0,Pass
8855,95,95,50,50,75,73.0,71.0,Fail
8856,65,75,75,95,65,75.0,69.0,Fail
8857,95,65,75,85,85,81.0,84.0,Pass
8858,65,75,95,50,75,72.0,80.0,Pass
8859,65,75,65,50,85,68.0,71.0,Fail
8860,75,85,95,65,85,81.0,86.0,Pass
8861,85,50,50,50,95,66.0,74.0,Fail
8862,65,75,65,50,95,70.0,74.0,Fail
8863,65,65,85,95,50,72.0,68.5,Fail
8864,65,50,75,65,85,68.0,75.0,Pass
8865,75,85,65,50,95,74.0,77.0,Pass
8866,75,50,85,85,50,69.0,71.5,Fail
8867,95,95,65,50,95,80.0,83.0,Pass
8868,85,75,50,50,85,69.0,71.0,Fail
8869,85,65,85,85,75,79.0,82.0,Pass
8870,95,50,50,85,65,69.0,68.0,Fail
8871,85,75,95,50,65,74.0,83.0,Pass
8872,65,65,95,75,65,73.0,77.0,Pass
8873,50,85,95,65,50,69.0,68.0,Fail
8874,95,75,95,95,75,87.0,89.0,Pass
8875,65,50,65,65,75,64.0,68.0,Fail
8876,95,85,85,65,65,79.0,82.0,Pass
8877,50,50,65,65,95,65.0,69.5,Fail
8878,85,95,65,75,50,74.0,66.5,Fail
8879,75,65,65,65,85,71.0,74.0,Fail
8880,85,65,85,85,95,83.0,88.0,Pass
8881,65,75,65,50,85,68.0,71.0,Fail
8882,95,95,65,85,50,78.0,69.5,Fail
8883,65,75,50,50,95,67.0,68.0,Fail
8884,85,75,85,75,65,77.0,79.0,Pass
8885,50,75,75,85,95,76.0,73.5,Fail
8886,95,95,85,95,95,93.0,91.0,Pass
8887,75,85,65,95,50,74.0,63.5,Fail
8888,75,85,50,75,65,70.0,62.0,Fail
8889,75,65,95,50,50,67.0,75.5,Pass
8890,50,50,75,95,85,71.0,70.5,Fail
8891,75,65,65,65,50,64.0,63.5,Fail
8892,95,50,65,95,75,76.0,77.0,Pass
8893,75,85,95,85,75,83.0,83.0,Pass
8894,95,85,50,65,75,74.0,71.0,Fail
8895,65,85,85,75,50,72.0,68.5,Fail
8896,95,95,75,95,95,91.0,87.0,Pass
8897,50,95,65,75,75,72.0,63.5,Fail
8898,75,75,75,85,65,75.0,72.0,Fail
8899,75,75,65,50,95,72.0,77.0,Pass
8900,95,65,50,85,85,76.0,74.0,Fail
8901,65,50,85,75,50,65.0,68.5,Fail
8902,95,95,50,85,85,82.0,74.0,Fail
8903,50,75,75,50,65,63.0,64.5,Fail
8904,65,85,75,65,95,77.0,78.0,Pass
8905,75,65,95,95,75,81.0,83.0,Pass
8906,50,75,95,50,65,67.0,72.5,Fail
8907,85,75,95,85,65,81.0,83.0,Pass
8908,95,75,75,95,65,81.0,78.0,Pass
8909,95,75,50,50,85,71.0,74.0,Fail
8910,50,65,65,75,65,64.0,60.5,Fail
8911,95,50,85,75,85,78.0,88.0,Pass
8912,50,75,50,75,50,60.0,50.0,Fail
8913,85,95,75,75,65,79.0,75.0,Pass
8914,95,85,95,75,50,80.0,81.5,Pass
8915,75,85,95,85,85,85.0,86.0,Pass
8916,75,95,75,75,65,77.0,72.0,Fail
8917,50,75,50,75,65,63.0,54.5,Fail
8918,50,85,85,50,75,69.0,71.5,Fail
8919,85,65,50,65,95,72.0,74.0,Fail
8920,50,75,85,95,85,78.0,74.5,Fail
8921,50,65,85,65,85,70.0,74.5,Fail
8922,65,85,95,50,85,76.0,83.0,Pass
8923,95,65,75,75,75,77.0,81.0,Pass
8924,50,95,95,65,65,74.0,72.5,Fail
8925,50,75,85,85,65,72.0,68.5,Fail
8926,95,75,75,75,50,74.0,73.5,Fail
8927,75,75,65,75,75,73.0,71.0,Fail
8928,75,95,95,65,65,79.0,80.0,Pass
8929,75,85,95,75,50,76.0,75.5,Pass
8930,75,95,95,85,75,85.0,83.0,Pass
8931,95,75,75,50,95,78.0,87.0,Pass
8932,75,85,95,50,75,76.0,83.0,Pass
8933,75,50,50,95,95,73.0,71.0,Fail
8934,65,95,85,65,85,79.0,79.0,Pass
8935,65,75,75,95,50,72.0,64.5,Fail
8936,50,50,95,50,65,62.0,72.5,Fail
8937,85,75,95,65,85,81.0,89.0,Pass
8938,65,95,65,50,50,65.0,60.5,Fail
8939,95,95,85,85,75,87.0,85.0,Pass
8940,75,50,50,75,50,60.0,57.5,Fail
8941,65,95,95,85,75,83.0,80.0,Pass
8942,50,50,85,65,65,63.0,68.5,Fail
8943,50,75,95,65,75,72.0,75.5,Pass
8944,65,95,85,75,85,81.0,79.0,Pass
8945,65,65,65,85,95,75.0,74.0,Fail
8946,85,85,50,75,85,76.0,71.0,Fail
8947,50,65,75,85,85,72.0,70.5,Fail
8948,50,95,50,50,50,59.0,50.0,Fail
8949,95,95,85,75,95,89.0,91.0,Pass
8950,95,50,65,65,95,74.0,83.0,Pass
8951,95,85,75,95,85,87.0,84.0,Pass
8952,65,65,85,50,65,66.0,73.0,Fail
8953,50,65,65,65,85,66.0,66.5,Fail
8954,95,65,50,95,85,78.0,74.0,Fail
8955,65,75,50,95,95,76.0,68.0,Fail
8956,95,85,65,85,95,85.0,83.0,Pass
8957,95,75,50,75,65,72.0,68.0,Fail
8958,75,50,75,50,65,63.0,72.0,Fail
8959,85,95,95,65,75,83.0,86.0,Pass
8960,95,65,50,85,75,74.0,71.0,Fail
8961,50,75,50,75,75,65.0,57.5,Fail
8962,95,75,75,65,85,79.0,84.0,Pass
8963,85,95,50,65,50,69.0,60.5,Fail
8964,65,65,50,95,50,65.0,54.5,Fail
8965,75,75,75,65,95,77.0,81.0,Pass
8966,85,85,75,65,65,75.0,75.0,Pass
8967,95,95,50,75,95,82.0,77.0,Pass
8968,85,85,85,65,95,83.0,88.0,Pass
8969,75,65,75,95,65,75.0,72.0,Fail
8970,50,50,65,95,65,65.0,60.5,Fail
8971,75,65,75,65,50,66.0,67.5,Fail
8972,75,65,85,95,50,74.0,71.5,Fail
8973,95,85,95,65,50,78.0,81.5,Pass
8974,65,85,50,75,65,68.0,59.0,Fail
8975,50,85,50,95,65,69.0,54.5,Fail
8976,65,65,65,65,85,69.0,71.0,Fail
8977,65,85,65,65,75,71.0,68.0,Fail
8978,65,95,50,65,50,65.0,54.5,Fail
8979,50,95,50,95,95,77.0,63.5,Fail
8980,95,75,85,65,75,79.0,85.0,Pass
8981,95,95,50,65,65,74.0,68.0,Fail
8982,75,95,95,75,50,78.0,75.5,Pass
8983,85,75,75,95,50,76.0,70.5,Fail
8984,65,50,65,50,75,61.0,68.0,Fail
8985,65,85,65,95,50,72.0,60.5,Fail
8986,95,95,50,50,65,71.0,68.0,Fail
8987,65,85,50,95,85,76.0,65.0,Fail
8988,75,50,75,85,75,72.0,75.0,Pass
8989,75,50,85,85,50,69.0,71.5,Fail
8990,50,75,85,75,50,67.0,64.0,Fail
8991,95,50,65,75,85,74.0,80.0,Pass
8992,85,50,95,50,65,69.0,83.0,Pass
8993,85,85,75,65,75,77.0,78.0,Pass
8994,95,75,75,65,50,72.0,73.5,Fail
8995,75,85,65,65,75,73.0,71.0,Fail
8996,75,85,50,50,50,62.0,57.5,Fail
8997,95,95,85,50,85,82.0,88.0,Pass
8998,65,75,50,50,95,67.0,68.0,Fail
8999,95,50,65,75,50,67.0,69.5,Fail
9000,95,75,95,95,50,82.0,81.5,Pass
9001,95,95,85,50,50,75.0,77.5,Pass
9002,75,85,65,50,95,74.0,77.0,Pass
9003,50,85,50,95,65,69.0,54.5,Fail
9004,85,95,65,50,85,76.0,77.0,Pass
9005,95,95,65,75,65,79.0,74.0,Fail
9006,65,65,75,75,95,75.0,78.0,Pass
9007,75,65,50,65,65,64.0,62.0,Fail
9008,65,85,50,65,65,66.0,59.0,Fail
9009,85,75,75,50,85,74.0,81.0,Pass
9010,95,65,85,85,95,85.0,91.0,Pass
9011,50,85,65,65,50,63.0,56.0,Fail
9012,85,65,65,95,50,72.0,66.5,Fail
9013,75,50,85,85,85,76.0,82.0,Pass
9014,65,50,65,85,65,66.0,65.0,Fail
9015,65,95,85,95,75,83.0,76.0,Pass
9016,50,75,50,50,65,58.0,54.5,Fail
9017,65,85,95,65,95,81.0,86.0,Pass
9018,85,85,75,75,50,74.0,70.5,Fail
9019,50,95,75,75,65,72.0,64.5,Fail
9020,95,75,85,65,50,74.0,77.5,Pass
9021,85,50,85,65,85,74.0,85.0,Pass
9022,85,95,65,95,65,81.0,71.0,Fail
9023,95,95,85,85,50,82.0,77.5,Pass
9024,85,95,75,85,75,83.0,78.0,Pass
9025,75,50,50,75,95,69.0,71.0,Fail
9026,95,85,85,50,50,73.0,77.5,Pass
9027,85,50,95,75,65,74.0,83.0,Pass
9028,65,50,50,50,75,58.0,62.0,Fail
9029,50,65,50,85,65,63.0,54.5,Fail
9030,65,75,65,85,75,73.0,68.0,Fail
9031,95,65,85,95,75,83.0,85.0,Pass
9032,65,65,95,50,65,68.0,77.0,Pass
9033,65,75,50,85,95,74.0,68.0,Fail
9034,85,95,95,65,50,78.0,78.5,Pass
9035,50,75,65,95,85,74.0,66.5,Fail
9036,85,75,75,85,65,77.0,75.0,Pass
9037,75,85,75,50,50,67.0,67.5,Fail
9038,50,95,50,50,75,64.0,57.5,Fail
9039,75,65,85,50,85,72.0,82.0,Pass
9040,50,85,50,50,65,60.0,54.5,Fail
9041,85,85,85,50,50,71.0,74.5,Fail
9042,50,50,85,95,50,66.0,64.0,Fail
9043,65,50,85,50,75,65.0,76.0,Pass
9044,85,50,65,85,65,70.0,71.0,Fail
9045,50,65,85,65,65,66.0,68.5,Fail
9046,75,65,85,65,95,77.0,85.0,Pass
9047,85,85,95,95,95,91.0,92.0,Pass
9048,50,50,75,85,65,65.0,64.5,Fail
9049,75,75,75,50,85,72.0,78.0,Pass
9050,50,75,95,50,75,69.0,75.5,Pass
9051,95,85,95,75,85,87.0,92.0,Pass
9052,75,95,65,65,95,79.0,77.0,Pass
9053,95,50,95,95,85,84.0,92.0,Pass
9054,50,95,50,50,50,59.0,50.0,Fail
9055,85,95,85,85,75,85.0,82.0,Pass
9056,50,65,85,85,95,76.0,77.5,Pass
9057,75,65,95,75,75,77.0,83.0,Pass
9058,95,85,65,50,65,72.0,74.0,Fail
9059,85,95,95,95,75,89.0,86.0,Pass
9060,95,75,65,85,65,77.0,74.0,Fail
9061,65,65,65,85,95,75.0,74.0,Fail
9062,65,50,95,75,95,76.0,86.0,Pass
9063,75,75,75,95,75,79.0,75.0,Pass
9064,50,85,50,85,95,73.0,63.5,Fail
9065,65,65,75,85,50,68.0,64.5,Fail
9066,65,50,75,85,85,72.0,75.0,Pass
9067,85,85,75,65,85,79.0,81.0,Pass
9068,75,95,95,95,65,85.0,80.0,Pass
9069,65,65,95,95,75,79.0,80.0,Pass
9070,75,50,75,75,95,74.0,81.0,Pass
9071,65,65,85,50,85,70.0,79.0,Pass
9072,95,85,50,50,65,69.0,68.0,Fail
9073,85,75,50,75,50,67.0,60.5,Fail
9074,75,65,50,85,95,74.0,71.0,Fail
9075,75,75,50,95,50,69.0,57.5,Fail
9076,75,95,85,50,65,74.0,76.0,Pass
9077,50,75,65,95,65,70.0,60.5,Fail
9078,65,75,95,85,95,83.0,86.0,Pass
9079,65,50,50,85,85,67.0,65.0,Fail
9080,75,85,95,50,75,76.0,83.0,Pass
9081,85,95,85,50,65,76.0,79.0,Pass
9082,85,50,85,95,50,73.0,74.5,Fail
9083,50,75,50,95,95,73.0,63.5,Fail
9084,65,50,95,65,50,65.0,72.5,Fail
9085,75,95,85,95,75,85.0,79.0,Pass
9086,95,75,95,85,95,89.0,95.0,Pass
9087,85,50,75,50,75,67.0,78.0,Pass
9088,65,85,95,75,50,74.0,72.5,Fail
9089,95,85,95,50,85,82.0,92.0,Pass
9090,85,85,65,75,95,81.0,80.0,Pass
9091,50,85,50,95,50,66.0,50.0,Fail
9092,65,75,85,75,75,75.0,76.0,Pass
9093,75,75,85,75,65,75.0,76.0,Pass
9094,75,95,65,85,85,81.0,74.0,Fail
9095,65,50,65,85,75,68.0,68.0,Fail
9096,95,50,75,95,85,80.0,84.0,Pass
9097,50,95,50,65,65,65.0,54.5,Fail
9098,50,95,75,75,95,78.0,73.5,Fail
9099,50,50,50,85,65,60.0,54.5,Fail
9100,50,65,75,75,95,72.0,73.5,Fail
9101,95,65,75,85,85,81.0,84.0,Pass
9102,65,85,85,75,50,72.0,68.5,Fail
9103,65,50,75,50,75,63.0,72.0,Fail
9104,85,95,85,85,95,89.0,88.0,Pass
9105,50,50,65,50,75,58.0,63.5,Fail
9106,50,65,75,50,85,65.0,70.5,Fail
9107,85,65,75,75,75,75.0,78.0,Pass
9108,75,75,65,50,50,63.0,63.5,Fail
9109,65,95,75,95,85,83.0,75.0,Pass
9110,95,50,85,85,85,80.0,88.0,Pass
9111,65,95,85,75,50,74.0,68.5,Fail
9112,75,65,85,75,50,70.0,71.5,Fail
9113,65,85,75,95,85,81.0,75.0,Pass
9114,95,65,95,85,75,83.0,89.0,Pass
9115,85,75,85,65,95,81.0,88.0,Pass
9116,50,75,85,85,95,78.0,77.5,Pass
9117,50,75,95,50,65,67.0,72.5,Fail
9118,65,75,65,65,85,71.0,71.0,Fail
9119,50,75,75,75,85,72.0,70.5,Fail
9120,75,75,95,50,95,78.0,89.0,Pass
9121,75,50,95,85,85,78.0,86.0,Pass
9122,65,65,75,95,85,77.0,75.0,Pass
9123,95,75,75,75,65,77.0,78.0,Pass
9124,95,50,85,75,95,80.0,91.0,Pass
9125,85,50,75,65,85,72.0,81.0,Pass
9126,95,65,50,75,65,70.0,68.0,Fail
9127,95,95,95,75,75,87.0,89.0,Pass
9128,75,65,50,50,95,67.0,71.0,Fail
9129,50,95,75,95,85,80.0,70.5,Fail
9130,50,85,85,75,75,74.0,71.5,Fail
9131,65,85,65,95,65,75.0,65.0,Fail
9132,65,50,75,95,50,67.0,64.5,Fail
9133,50,65,50,50,85,60.0,60.5,Fail
9134,65,65,75,95,75,75.0,72.0,Fail
9135,85,65,95,50,95,78.0,92.0,Pass
9136,95,65,95,85,50,78.0,81.5,Pass
9137,85,85,85,75,75,81.0,82.0,Pass
9138,75,75,85,85,50,74.0,71.5,Fail
9139,50,95,85,50,50,66.0,64.0,Fail
9140,65,85,65,65,85,73.0,71.0,Fail
9141,95,85,65,65,75,77.0,77.0,Pass
9142,75,50,85,95,95,80.0,85.0,Pass
9143,85,75,85,65,85,79.0,85.0,Pass
9144,95,65,50,85,50,69.0,63.5,Fail
9145,65,85,50,65,75,68.0,62.0,Fail
9146,50,75,95,65,95,76.0,81.5,Pass
9147,50,95,65,75,65,70.0,60.5,Fail
9148,75,50,95,95,75,78.0,83.0,Pass
9149,65,50,95,95,95,80.0,86.0,Pass
9150,65,75,65,95,75,75.0,68.0,Fail
9151,65,65,95,85,65,75.0,77.0,Pass
9152,95,65,65,85,50,72.0,69.5,Fail
9153,50,50,85,65,65,63.0,68.5,Fail
9154,65,50,50,75,50,58.0,54.5,Fail
9155,75,95,75,50,85,76.0,78.0,Pass
9156,95,85,85,85,85,87.0,88.0,Pass
9157,85,65,75,75,65,73.0,75.0,Pass
9158,65,75,95,95,95,85.0,86.0,Pass
9159,75,75,65,50,75,68.0,71.0,Fail
9160,85,65,95,50,85,76.0,89.0,Pass
9161,50,65,50,85,65,63.0,54.5,Fail
9162,50,65,50,85,95,69.0,63.5,Fail
9163,65,50,85,65,75,68.0,76.0,Pass
9164,85,75,50,75,85,74.0,71.0,Fail
9165,50,75,50,85,65,65.0,54.5,Fail
9166,95,65,75,85,75,79.0,81.0,Pass
9167,50,85,95,65,95,78.0,81.5,Pass
9168,95,50,65,65,50,65.0,69.5,Fail
9169,50,75,95,65,65,70.0,72.5,Fail
9170,50,65,65,75,75,66.0,63.5,Fail
9171,95,50,65,95,75,76.0,77.0,Pass
9172,75,95,65,85,75,79.0,71.0,Fail
9173,75,50,85,85,85,76.0,82.0,Pass
9174,65,50,85,65,75,68.0,76.0,Pass
9175,65,75,75,75,85,75.0,75.0,Pass
9176,95,85,50,95,75,80.0,71.0,Fail
9177,85,95,75,50,85,78.0,81.0,Pass
9178,75,65,85,85,95,81.0,85.0,Pass
9179,75,50,50,65,85,65.0,68.0,Fail
9180,95,95,50,65,50,71.0,63.5,Fail
9181,65,95,50,95,65,74.0,59.0,Fail
9182,75,85,95,75,95,85.0,89.0,Pass
9183,65,75,85,95,95,83.0,82.0,Pass
9184,65,85,95,50,85,76.0,83.0,Pass
9185,95,85,85,75,65,81.0,82.0,Pass
9186,95,65,75,65,50,70.0,73.5,Fail
9187,75,95,85,65,85,81.0,82.0,Pass
9188,75,75,65,50,50,63.0,63.5,Fail
9189,95,85,65,65,85,79.0,80.0,Pass
